date,company,ticker,cusip,change,new_shares
2/22/2021,TELADOC HEALTH INC,TDOC,87918A105,3088.0,3653997.00
2/22/2021,EXACT SCIENCES CORP,EXAS,30063P105,197607.0,4061129.00
2/22/2021,REGENERON PHARMACEUTICALS,REGN,75886F107,29146.0,1154246.00
2/22/2021,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,771195104,9644.0,11413118.00
2/22/2021,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,1764.0,2087576.00
2/22/2021,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,4242.0,5020194.00
2/22/2021,CAREDX INC,CDNA,14167L103,2360.0,5444304.00
2/22/2021,FATE THERAPEUTICS INC,FATE,31189P102,3518.0,4163547.00
2/22/2021,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,18216.0,21557200.00
2/22/2021,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,7136.0,8444817.00
2/22/2021,INCYTE CORP,INCY,45337C102,2788.0,3297206.00
2/22/2021,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,714.0,844726.00
2/22/2021,CASTLE BIOSCIENCES INC,CSTL,14843C105,2422.0,2865395.00
2/22/2021,IONIS PHARMACEUTICALS INC,IONS,462222100,3508.0,4151216.00
2/22/2021,ACCOLADE INC,ACCD,00437E102,3906.0,4621432.00
2/22/2021,BEAM THERAPEUTICS INC,BEAM,07373V105,1670.0,1976216.00
2/22/2021,10X GENOMICS INC-CLASS A,TXG,88025U109,950.0,1121984.00
2/22/2021,BRISTOL-MYERS SQUIBB CO,BMY,110122108,2548.0,3013223.00
2/22/2021,BERKELEY LIGHTS INC,BLI,084310101,2206.0,2609662.00
2/22/2021,THERMO FISHER SCIENTIFIC INC,TMO,883556102,298.0,351925.00
2/22/2021,CODEXIS INC,CDXS,192005106,5218.0,6174422.00
2/22/2021,SAREPTA THERAPEUTICS INC,SRPT,803607100,1550.0,1832441.00
2/22/2021,ALPHABET INC-CL A,GOOGL,02079K305,60.0,72371.00
2/22/2021,PHREESIA INC,PHR,71944F106,1598.0,1888955.00
2/22/2021,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,1874.0,2217775.00
2/22/2021,GUARDANT HEALTH INC,GH,40131M109,656.0,775822.00
2/22/2021,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1238.0,1463138.00
2/22/2021,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,45097169.20999999,66616661.19
2/22/2021,ABBVIE INC,ABBV,00287Y109,516.0,610406.00
2/22/2021,BUTTERFLY NETWORK INC,BFLY,124155102,2054.0,2430740.00
2/22/2021,CM LIFE SCIENCES INC-CLASS A,CMLF,18978W109,502860.0,2468516.00
2/22/2021,REPARE THERAPEUTICS INC,RPTX,760273102,3875.0,1295460.00
2/22/2021,908 DEVICES INC,MASS,65443P102,538.0,635524.00
2/22/2021,SURFACE ONCOLOGY INC,SURF,86877M209,125336.0,4069375.00
2/22/2021,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,3991.0,649446.00
2/22/2021,1LIFE HEALTHCARE INC,ONEM,68269G107,254.0,298948.00
2/22/2021,HIMS & HERS HEALTH INC,HIMS,433000106,440.0,519233.00
