date,company,ticker,cusip,change,new_shares
3/1/2021,TELADOC HEALTH INC,TDOC,87918A105,21450.0,3716249.00
3/1/2021,EXACT SCIENCES CORP,EXAS,30063P105,22308.0,3865505.00
3/1/2021,REGENERON PHARMACEUTICALS,REGN,75886F107,6344.0,1098614.00
3/1/2021,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,11466.0,1987028.00
3/1/2021,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,27573.0,4778400.00
3/1/2021,CAREDX INC,CDNA,14167L103,27027.0,4683677.00
3/1/2021,FATE THERAPEUTICS INC,FATE,31189P102,22867.0,3963021.00
3/1/2021,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,118404.0,20518914.00
3/1/2021,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,46384.0,8038065.00
3/1/2021,INCYTE CORP,INCY,45337C102,18109.0,3138404.00
3/1/2021,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,4641.0,804028.00
3/1/2021,CASTLE BIOSCIENCES INC,CSTL,14843C105,15743.0,2727341.00
3/1/2021,ACCOLADE INC,ACCD,00437E102,27170.0,4707181.00
3/1/2021,IONIS PHARMACEUTICALS INC,IONS,462222100,22802.0,3951260.00
3/1/2021,10X GENOMICS INC-CLASS A,TXG,88025U109,6162.0,1067948.00
3/1/2021,SCHRODINGER INC,SDGR,80810D103,9841.0,1704247.00
3/1/2021,BERKELEY LIGHTS INC,BLI,084310101,163864.0,2911962.00
3/1/2021,BEAM THERAPEUTICS INC,BEAM,07373V105,10855.0,1881026.00
3/1/2021,SAREPTA THERAPEUTICS INC,SRPT,803607100,105471.0,1839614.00
3/1/2021,CODEXIS INC,CDXS,192005106,33917.0,5877032.00
3/1/2021,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,35039.0,2346432.00
3/1/2021,THERMO FISHER SCIENTIFIC INC,TMO,883556102,1456.0,251726.00
3/1/2021,PHREESIA INC,PHR,71944F106,10387.0,1797996.00
3/1/2021,GUARDANT HEALTH INC,GH,40131M109,4264.0,738430.00
3/1/2021,ALPHABET INC-CL A,GOOGL,02079K305,299.0,53132.00
3/1/2021,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,8047.0,1392699.00
3/1/2021,CM LIFE SCIENCES INC-CLASS A,CMLF,18978W109,19227.0,3330162.00
3/1/2021,ABBVIE INC,ABBV,00287Y109,3354.0,580994.00
3/1/2021,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,9477.0,1640922.00
3/1/2021,BUTTERFLY NETWORK INC,BFLY,124155102,16627.0,2879211.00
3/1/2021,908 DEVICES INC,MASS,65443P102,4498.0,778446.00
3/1/2021,REPARE THERAPEUTICS INC,RPTX,760273102,11070.0,1285735.00
3/1/2021,SURFACE ONCOLOGY INC,SURF,86877M209,59677.0,3910671.00
3/1/2021,1LIFE HEALTHCARE INC,ONEM,68269G107,3042.0,525947.00
